Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
Parvati Sweetner,-39.32,144.52,1.4,1.6,1.58,1.46,1.49,,117.5,88.78,74.5,49.35,49.35,11.24,6.19,6.82,,4.18,85.83,,,1.24,4,1.43,1.67,8,1.75,1.51,0,0,64.18,35.83,0,3.45,0.36,0.43,1.83,Y,Y,N,Y,0,0,1,0,1,2
Pashupati Cotsp.,315.7,813.26,7.22,3.74,7.19,6.15,6.91,11.2,97.98,21.95,21.82,21.45,21.45,14.29,4.13,13.23,24.77,16.05,-14.69,,,-12.79,3,6.86,1.24,9,1.26,0.93,0.14,13.81,73.03,21.43,0,7.52,0.62,1.27,1.66,Y,Y,N,Y,0,0,0,0,1,1
Pasupati Acrylon,15.92,402.42,4.09,12.07,10.84,11.88,13.41,15.78,17.32,8.84,7.76,6.75,6.52,4.44,-6.96,3.21,0.98,-32.58,-13.59,-13.9,4.11,-1.27,5,1.22,0.66,4,2.29,4.34,0,0,65.87,33.36,0,3.97,1.09,0.13,15.04,Y,Y,N,N,1,0,0,0,1,2
Patanjali Foods,29.81,59951.78,7.63,11.13,10.63,,,,60.27,48.66,54.13,49.38,45.31,24.8,20.04,7.99,2.67,-2.77,55.63,14.26,52.4,1.04,3,5.53,1.91,6,2.41,2.83,0.48,28.38,69.76,10.57,0,11.09,1.42,0.1,8.67,Y,Y,Y,N,1,0,0,1,1,3
Patel Engineerin,1.69,4022.61,7.5,6.95,6.27,3.31,4.25,2.46,17.47,18.86,16,13.3,20.48,31.58,13.98,2.27,2.07,68.05,8.99,21.23,19.53,1.16,6,1.17,0.89,8,4.99,4.71,0,0,36.11,51.96,88.67,2.38,0.5,0.61,1.91,N,Y,Y,Y,1,0,0,0,0,1
Patel Integrated,46.89,139.55,4.67,4.17,3.6,2.68,3.62,4.62,23.14,26.43,29.39,27.18,31.48,11.03,-8.29,-6.18,-6.06,384.18,-2.24,-5.15,8.25,-8.8,5,1.17,0.45,7,1.91,1.76,0.5,11.66,37.56,62.01,0,4.38,2.31,0.2,3.53,N,Y,Y,Y,1,0,0,0,0,1
Patels Airtemp,103.24,405.51,10.86,9.29,10.6,11.29,,,27.44,11.43,10.2,10.2,10.2,13.23,19.69,,,6.41,13.35,,,1.82,4,2.84,1.09,7,3.99,3.96,0.4,11.12,46.44,53.55,0,4.13,0.64,0.65,2.57,Y,Y,N,Y,1,0,1,0,0,2
Pattech Fitwell,141.25,105.92,11.46,10.82,,,,,73.56,97.8,97.8,97.8,97.8,,,,,,,,,,2,5.49,2.81,5,3.82,4.15,0,0,69.06,30.94,0,7.34,1.58,0.6,2.82,N,N,N,N,0,0,0,0,1,1
Paul Merchants,45.83,276.16,10.19,9.02,9.46,8.83,15.03,,5.07,4.08,4.28,4.28,4.52,29.92,6.24,12.68,,18.34,20.42,22.81,,0.25,5,0.49,0.05,3,0.82,0.63,0,0,74.65,25.12,0,7.5,11.06,0.87,2.56,Y,Y,N,Y,0,0,1,0,1,2
Paushak,-16.4,1558.66,12.63,15.27,13.51,13.98,15.04,15.1,28.07,41.58,40.31,34.4,25.92,13.52,8.13,16.15,14.33,10.36,9.36,34.53,18.96,3,1,3.82,7.43,5,23.33,23.71,0.4,11.33,66.97,32.7,0,7.41,2.03,0,592.83,N,Y,N,N,0,0,0,0,1,1
Pavna Industries,53.63,725.12,15.68,13.57,14.75,,,,79.08,49.11,41.2,41.2,41.2,13.21,,,,19.07,,,,,2,9.93,2.29,7,3.79,2.26,0,0,70.44,29.52,0,7.02,0.48,1.48,2.22,Y,Y,N,Y,0,0,0,0,1,1
PB Fintech.,145.27,74790.63,1.13,-8.95,-8.46,-10.44,,,730.52,843.42,843.42,843.42,843.42,57.1,47.51,,,26,14.87,,,43.61,3,12.6,19.77,7,1.87,-19.08,0,0,0,31.44,0,20.32,7.29,0.04,5.46,N,Y,N,Y,0,0,0,0,1,1
PC Jeweller,367.29,6622.23,-18.99,-5.36,-10.94,-5.59,-2.33,1.67,432.26,17.43,16.17,11.42,17.42,-40.19,-41.3,-31.41,-19.55,,,,,,2,1.93,6.66,3,-104.01,-8.22,0,0,54.53,40.69,0,3.36,0.32,1.17,0.55,Y,N,N,N,0,0,0,0,0,0
PCBL Ltd,122.74,16193.15,16.15,16.23,16.82,16.84,17.8,15.83,32.43,11.64,11.13,12.1,14.73,34.14,12.72,18.76,10.92,13.05,3.51,30.88,21.87,5.99,3,4.99,2.24,5,7.65,7.66,1.28,42.29,51.41,35.56,0,3.75,0.75,1.53,3.43,Y,Y,N,N,0,0,0,0,1,1
PDS,-24.11,6704.74,13.01,27.54,23.24,20.1,17.56,14.77,46.14,19.37,19.2,21.59,19.14,18.63,9.85,12.26,10.9,20.13,26.6,38.85,-33.76,1.71,3,5.38,0.62,2,1.96,3.09,1,28.72,61.69,27.62,0,6.37,0.98,0.9,3.06,Y,Y,N,N,1,0,0,0,1,2
Pearl Global Ind,41.09,4091.12,21.9,21.1,18.55,13.46,12.47,11.45,22.79,16.11,14.74,12.07,12.2,32.09,14.35,12.17,-3.08,171.59,26.62,22.89,14.79,0.85,6,4.85,1.14,7,4.86,4.52,0.98,0,62.91,23.2,0,6.61,0.88,0.73,3.34,Y,Y,N,Y,1,0,1,0,1,3
Pee Cee Cosma,60.84,202.46,29.55,8.51,15.84,15.37,15.54,14.54,17.82,16.85,11.59,10.95,11.01,17.56,11.94,9.48,5.85,30.11,29.74,31.44,18.7,0.6,5,5.02,1.48,8,7.81,2,0.39,12.69,72.57,27.43,0,11.98,0.17,0.04,81.37,Y,Y,Y,Y,1,0,1,0,1,3
Pelatro,,297.27,,,,,,,900.82,614.36,614.36,614.36,614.36,,,,,,,,,,0,,5.41,2,0.6,,0,0,53.59,37.25,0,9.66,1.04,1.55,0.93,Y,N,N,N,0,0,0,0,0,0
Peninsula Land,5.69,1375.26,69.83,,,,,,21.69,11.63,11.63,11.63,15.68,28.99,11.55,11.17,7.32,37.4,16.6,13.04,6.68,1.29,4,5.71,3.28,7,15.59,7.5,0,0,66.94,32.45,0,3.21,0.17,1.27,2.72,Y,Y,Y,Y,1,0,1,0,1,3
Pennar Industrie,76.97,2500.42,11.78,9.97,9.33,6.96,8.33,8.38,24.34,15.23,14.65,13.73,14.06,27.08,7.97,10.65,10.78,122.03,5.21,14.09,13.02,3.18,4,2.85,0.8,7,3.11,2.61,0,0,39.66,54.04,2.8,3.78,0.5,0.9,2.2,Y,Y,N,Y,0,0,1,0,0,1
Peria Kara. Tea,42.75,125.51,2.86,-1.88,0.39,1.09,1.55,0.84,23.5,24.98,15.94,17.34,17.83,-9.64,1.77,2.48,3.8,-22.11,12.83,27.04,16.9,1.83,4,0.66,2.34,7,9.94,-6.69,0.25,5.74,62.5,33.02,0,2.56,1.05,0.11,4.01,N,Y,N,Y,0,0,0,0,1,1
Permanent Magnet,-36.9,761.53,18.68,30.79,24.53,26.28,28.24,26.69,35.08,29.43,18.14,17.3,18.94,19.97,10.76,15.85,13.96,12.09,9,52.41,37.21,3.9,3,5.75,3.59,4,11.28,16.27,0.2,6.81,58.01,41.47,0.63,10.16,2.54,0.12,13.49,Y,Y,N,N,0,0,0,0,0,0
Persistent Sys,86.43,88380.98,23.99,25.32,23.74,21.14,19.84,19.56,71.69,47.33,40.13,34.64,20.75,32.86,23.88,19.16,19.39,35.6,27.89,20.42,16.29,2.66,5,15.76,8.24,6,10.9,11.12,0.46,36.63,30.66,16.96,0,20.37,1.95,0.1,30.89,Y,Y,N,N,0,0,0,0,1,1
Petro Carbon,,522.28,67.26,8.03,34.21,23.87,,,6.38,115.33,115.33,115.33,115.33,52.46,19.49,,,509.85,69.39,,,0.09,5,,0.97,9,15.2,1.23,0,0,73.21,18.29,0,7.58,0.8,0.46,14.83,N,N,Y,Y,0,0,0,0,0,0
Petronet LNG,53.26,50632.5,22.19,22.85,23.75,24.55,24.1,22.97,12.92,10.31,11.38,13.14,14.73,26.54,6.55,11.5,3.4,6.26,10.42,10.99,17.51,1.24,5,2.74,0.92,7,6.71,5.41,2.96,42.42,50,10.88,0,7.54,3.8,0.15,20.28,Y,Y,Y,Y,1,1,1,0,1,4
Pfizer,34.72,24261.85,16.1,19.8,19.41,18.25,17.3,16.04,40.26,34.72,37.45,35.24,35.4,-0.68,1.05,1.57,7.03,3.25,5.01,11.63,4.98,8.04,4,6.75,10.91,5,24.97,24.79,0.66,29.04,63.92,16.5,0,12.18,4.22,0.01,56.63,Y,Y,Y,Y,0,0,0,0,1,1
PG Electroplast,183.6,14808.51,18.86,21.97,18.84,,,,80.13,47.66,47.66,47.66,47.66,57.48,,,,104.61,,,,,4,14.19,4.37,7,4.93,3.6,0.04,3.86,53.42,25.91,0,13.1,0.9,0.42,5.2,Y,Y,N,Y,0,0,1,0,1,2
PG Foils,-15.25,221.16,2.51,0.15,7.05,7.92,8.05,8.33,9.64,9.94,6.04,7.4,7.03,8.02,4.15,4.23,5.52,-30.61,-20.36,-18.07,32.11,-0.68,4,0.71,0.61,6,2.34,0.12,0,0,50.98,49.03,0,3.58,1.35,0.22,7.16,N,Y,Y,Y,0,0,0,1,0,1
Phantom Digital,-33.39,422.38,25.52,65.45,37.04,37.03,,,17.35,21.28,21.28,21.28,21.28,136.42,56.03,,,-39.46,-21.61,,,0.07,3,2.92,4.6,4,26.99,27.97,0,0,54.79,42.57,0,6.97,3.88,0.14,14.7,N,Y,N,N,1,0,0,0,0,1
Pharmaids Pharma,-32.78,113.56,-16.79,-48.57,,,,,,,,,,,,,,,,,,,2,1.58,10.82,3,-78.09,3.81,0,0,5.19,94.81,0,2.8,0.86,0.12,-12.44,N,Y,N,N,0,0,0,0,0,0
Phoenix Intl.,134.02,101.76,0.69,0.63,0.63,0.61,0.65,0.6,39.44,22.65,17.61,16.15,20.14,4.42,-8.38,-5.54,-2.9,43.23,-4.84,25.5,13.69,-8.15,3,0.29,3.85,8,8.67,6.67,0,0,70.22,29.78,0,1.65,1.66,0.22,1.54,Y,Y,Y,Y,0,0,0,0,1,1
Phoenix Mills,64.14,53001.44,12.13,11.09,9.68,8.37,8.75,8.31,50.14,51.71,53.73,49.27,47.85,56.34,14.98,11.82,10.67,175.25,19.65,27.39,22.06,2.14,2,5.31,12.88,6,33.03,35.09,0.17,8.13,47.27,4.07,0,5.51,0.98,0.47,5.07,N,Y,N,N,N,0,0,0,1,1
Phoenix Township,210.78,274.23,0.9,,,,,,263.68,90.17,90.17,90.17,90.17,,,,,,,,,,3,1.29,9.98,6,3.79,2.63,0.13,0,70.45,29.41,0,1.7,0.54,1.13,1.64,Y,Y,N,Y,0,0,0,0,1,1
Piccadily Agro,165.37,6039.6,30.61,10.19,19.84,17.06,13.63,11.52,68.1,22.21,11.77,13.79,11.76,14.98,14.88,12.31,7.04,69.54,110.21,40.7,15.18,0.62,4,17.78,7.99,8,11.78,3.73,0,0,70.97,28.13,0,15.69,0.67,0.51,8.62,Y,Y,N,Y,0,0,1,0,1,2
Piccadily Sugar,51.92,131.36,-34.32,-21.89,-17.56,-12.77,-12.83,-9.08,,16.9,17.69,17.25,27.64,-41.15,-31.89,-6.73,-10.26,,,,,,1,10.78,38.86,3,-93.18,-19.14,0,0,74.98,25.02,0,2.66,0.24,1.25,,N,N,N,N,0,0,0,0,1,1
Pidilite Inds.,37.21,161685.69,22.82,18.7,20.7,21.9,22.65,23.63,82.41,92.53,90.49,85.96,64.44,19.3,11.84,11.96,11.2,16.26,13.65,11.07,14.97,6.02,5,18.55,12.77,6,14.54,10.92,0.5,47.06,69.6,9.55,0,23.26,1.53,0.04,54.89,N,Y,N,Y,0,0,0,0,1,1
Pil Italica Life,49.64,342.87,6.41,4.47,4.88,4.44,6.2,,68.99,66.39,62.68,61.38,70.45,20.72,12.64,7.36,10.65,7.51,12.93,11.28,30.35,5.34,2,4.46,3.62,6,4.83,3.64,0,0,50.09,49.05,0,8.35,2.08,0.21,5.9,Y,Y,N,Y,0,0,0,0,0,0
Pilani Invest.,182.02,7280.56,1.29,2.21,1.78,1.88,5.21,4.92,41.92,11.31,11.33,16.45,18.09,12.95,62.63,35.25,20.23,19.86,-39.25,21.49,16.81,-1.07,6,0.5,24.82,5,58.14,88.22,0.23,9.98,57.55,41.51,0,2.03,3.23,0.06,3.63,Y,Y,N,N,0,0,0,0,0,0
Pion. Embroider.,-17.99,133.2,2.46,0.88,4.08,7.22,5.46,10.2,48.44,42.55,15,12.69,10.37,14.16,4.18,5.19,2.1,-45.57,-10.33,-13.66,10.48,-6.64,3,0.92,0.37,5,1,0.37,0,0,32.71,52.26,52.59,2.76,0.62,0.77,1.28,Y,Y,N,Y,0,0,0,0,0,0
Piramal Enterp.,7.58,23715.74,1.25,5.99,4.29,3.44,5.99,6.15,,12.9,12.9,12.3,16.41,-7.58,-3.18,2.5,8.43,-34.34,-28.27,-17.55,10.27,,3,0.88,2.53,6,3.56,22.19,0.95,-13.34,46.3,23.42,0,1.17,3.85,2.14,0.64,N,N,N,N,0,0,0,1,1,2
Piramal Pharma,164.25,32405.26,0.22,-2.76,1.06,,,,560.45,682.13,682.13,682.13,682.13,8.97,,,,,,,,,4,4.1,3.72,9,0.19,-2.63,0.05,81.66,34.95,19.06,0,5.14,0.56,0.61,1.88,N,Y,N,Y,0,0,0,0,0,0
Pitti Engg.,79.59,4455.8,24.23,19.21,21.39,18.37,17.34,14.6,46.45,20.11,19.59,19,19.67,32.36,14.07,22.93,17.26,44.84,27.92,51.75,33.69,1.56,5,9.67,3.53,6,7.57,5.39,0.12,5.33,53.57,27.61,10.23,7.59,0.77,1.48,3.37,Y,Y,N,Y,1,0,1,0,1,3
Pix Transmission,22.11,1932.94,18.23,16.56,18.38,18.75,17.77,15.56,20.43,19.04,16.42,13.87,14.07,9.04,10.8,10.87,9.42,8.05,23.67,26.68,27.14,0.86,5,3.92,3.79,9,16.83,13.33,0.49,11.49,61.82,37.71,0,7.82,2.54,0.09,30.42,Y,Y,Y,Y,1,0,1,0,0,2
Plastiblends (I),-8.2,633.1,8.26,6.82,8.42,9.9,10.34,12.03,18.35,17.51,17.33,17.28,16.27,12.03,4.48,5.26,5.55,-3.96,1.17,0.15,2.01,15.68,4,1.5,0.8,9,4.23,3.53,1.74,31.98,64.38,34.97,0,5.41,2.09,0.02,33.96,Y,Y,Y,Y,0,0,0,0,1,1
Platinum Industr,,2225.56,22.01,89.28,39.11,,,,44.92,23.51,23.51,23.51,23.51,43.61,,,,-44.46,,,,,5,6.72,7.29,4,16.36,16.24,0,0,71,25.25,0,12.45,6.34,0.03,34.1,Y,N,N,Y,0,0,0,0,1,1
Plaza Wires,-41.51,349.58,4.21,14.81,9.47,10.16,,,103.73,46.07,46.07,46.07,46.07,11,4.74,,,-58.33,-66.05,,,-8.39,2,2.92,1.77,3,1.85,4,0,0,69.83,30.04,0,6.44,2.25,0.35,2.2,Y,N,Y,N,0,0,0,0,1,1
PMC Fincorp,192.52,306.2,11.57,-7.66,2.68,2.56,2.42,2.59,16.98,55.04,28,21,28,42.04,12.85,11.29,4.47,81.14,46.74,46.32,23.11,0.35,5,2.48,12.51,8,72.94,-75,0,0,20.13,79.88,0,5.87,0.7,0.01,24.42,N,Y,Y,Y,0,0,0,0,0,0
PNB Gilts,34.47,2073.18,5.18,-6.33,3.53,13.79,11.43,11.77,9.49,29.36,5.84,7.53,7.17,14.43,25.43,17.82,16.38,-47.4,4.86,-12.24,0.88,1.95,6,1.4,1.15,5,4.25,-6.92,0.87,25.93,74.07,25.82,0,0.58,1.92,14.24,1.21,N,N,N,Y,1,0,0,0,1,2
PNB Housing,28.62,24626.61,11.8,10.18,10.43,10.29,11.23,11.6,14.48,13,12.9,14.13,14.77,-2.49,-1.28,8.72,20.13,17.92,6.96,16.19,20.04,2.03,5,1.65,3.41,4,21.78,16.28,0,0,28.11,29.29,0,1.25,1.43,3.68,1.5,Y,Y,Y,Y,0,0,0,1,0,1
PNC Infratech,-8.48,7983.5,18.82,16.21,17.36,18.05,17.8,17.04,6.12,12.99,12.96,13.99,14.28,14.33,18.04,21.19,20.32,23.86,21.86,33.62,29.86,0.28,5,1.54,0.91,6,10.3,8.06,0.19,1.69,56.07,8.39,0,2.57,1.51,1.55,3.49,N,Y,N,Y,1,0,0,0,1,2
PNGS Gargi FJ,216.39,995.59,34.1,43.23,39.36,,,,47.27,47.53,47.53,47.53,47.53,1615.43,,,,,,,,,5,11.52,9.9,4,16.76,16.36,0,0,70.85,28.6,0,19.02,4.62,0.03,167.29,N,Y,N,Y,0,0,0,0,1,1
POCL Enterprises,294.32,439.53,29.63,28.69,24.09,16.75,10.88,10.34,20.59,9.32,8.56,9.79,11.03,52.03,19.82,19.74,52.22,124.83,36.63,138.99,37.85,0.56,6,6.45,0.35,7,1.58,1.48,0.32,7.86,41.58,58.41,0,11.94,0.78,1.54,2.84,Y,Y,N,Y,1,0,1,0,0,2
Poddar Pigments,4.89,407.32,8.96,8.94,8.45,9.07,9.03,10.25,13.77,12.74,12.26,12.32,11.97,12.28,0.66,1.66,1.65,8.35,11.58,5.1,7.44,1.19,2,1.17,1.08,6,7.79,8.02,1.04,14.73,62.43,37.2,0,4.67,3.88,0,148.15,Y,Y,N,N,1,0,0,0,1,2
Pokarna,91.67,3027.39,15.82,13.85,16.17,15.82,18.2,22.46,28.77,20.68,20.08,14.45,13.54,32.64,8.39,9.47,11.78,45.46,1.52,3.1,28.26,18.93,4,5.11,4.21,8,12.66,9.08,0.06,2.13,56.66,23.9,0,6.08,1.19,0.68,5.12,Y,Y,N,Y,0,0,1,0,1,2
Polo Queen Ind.,-24.44,1343,0.78,1.26,0.94,0.57,0.54,,438.89,740.71,724.57,685.21,673.57,28.68,5.76,1.58,,85.59,17.37,3.7,,25.27,6,7.13,16.96,4,2.15,3.01,0,0,74.92,25.08,0,11.89,0.67,0.08,3.38,N,Y,Y,N,0,0,0,0,1,1
Polson,20.88,166.81,4.42,3.47,4.51,5.79,6.96,8.28,36.18,50.01,32.18,31.6,30.15,2.84,-2.42,-1.65,-0.06,-14.78,-11.93,-7.95,6.21,-3.03,2,2.29,1.82,7,5.46,4.7,0,0,74.98,24.81,0,3.29,0.57,0.31,2.72,N,Y,Y,Y,1,0,0,0,1,2
Poly Medicure,82.79,25465.46,19.08,14.79,16.11,17.24,17.63,18.25,94.45,60.47,58.4,48.44,44,20.53,17.64,17.14,15.63,24.11,29.73,23.51,20.06,2.96,5,16.41,17.69,6,18.81,15.45,0.12,11.15,62.56,13.23,0,24.8,1.37,0.12,31.05,Y,Y,N,Y,0,0,1,0,1,2
Polycab India,29.71,97084.55,23.17,19.95,20.51,20.7,20.27,18.99,54.1,44.21,38.65,37.45,37.45,27.07,17.7,18.49,16.3,25.15,26.49,31.87,24.63,1.93,5,11.3,4.82,6,9.62,8.7,0.46,25.26,63.06,14.11,0,14.74,1.18,0.02,17.72,Y,Y,Y,Y,0,0,1,1,1,3
Polychem,11.07,112.4,20.72,15,17.15,13.69,10.89,9.31,17.08,17.61,16.2,17.37,19,49.93,14.29,14.39,9.39,172.49,53.6,32.65,19.53,0.32,6,3.56,3.09,7,16.46,10.62,1.07,19.87,52.09,44.93,0,8.53,3.37,0.04,70.75,N,Y,N,Y,1,0,0,0,0,1
Polyplex Corpn,3.04,3359.78,1.09,10.25,9.48,10.73,10.46,8.96,35.56,13.07,10.4,8.84,8.61,8.64,6.66,10.17,7.11,-58,-34.88,-20.77,22.48,-1.01,1,0.96,0.52,5,1.37,8.04,0.28,25.35,26.7,63.11,99.94,2.78,1.71,0.21,5.52,Y,Y,N,N,0,0,0,0,0,0
Pondy Oxides,264.99,2159.31,13.34,21.41,19.28,16.34,18.85,20.35,38.06,10.28,9.46,8.58,8.33,14.91,7.76,10.47,13.03,49.32,0.7,3.93,37.96,12.28,6,5.47,1.19,5,2.58,3.36,0.3,15.95,43.76,55.88,0,11.47,1.21,0.36,6.11,Y,Y,Y,N,0,0,0,1,0,1
Ponni Sug.Erode,3.89,370.83,9.33,9.34,9.08,9.39,8.19,6.92,9.88,8.58,8.01,8.37,8.63,18.03,17.91,7.69,9.58,22.17,38.01,12.33,22.65,0.26,5,0.62,1.07,7,11.12,8.81,1.62,12.85,47.26,40.91,0,3.18,1.68,0,316.77,Y,Y,N,Y,0,0,1,0,0,1
Poonawalla Fin,-17.46,23102.81,13.9,7.32,9.69,5.24,6.35,6.49,55.34,45.45,37.18,29.82,16.32,32.69,17.14,11.53,9.46,38.39,3.64,58.51,5.37,1.98,3,2.86,6.34,4,19.28,21.74,0.67,9.16,61.87,20.12,0,2.12,0.85,2.27,1.43,Y,Y,N,N,1,0,0,1,1,3
Popees Care,880.49,146.41,-246.46,-5.27,-47.58,-26.12,-17.3,-11.95,,,,18.81,21.6,,,,,,,,,,2,,,3,,,0,0,21.62,78.22,0,1495.09,0.3,,,N,N,N,N,0,0,0,0,0,0
Popular Vehicles,,1238.64,14.37,20,15.56,12.31,,,16.79,5.08,5.08,5.08,5.08,24.73,7.55,,,-24.34,-9.9,,,0.61,4,1.9,0.22,7,1.27,1.28,0.29,4.68,61.18,11.33,0,5.16,0.6,1.42,1.96,Y,N,N,N,1,0,0,0,1,2
Positron,,234.78,155.03,46.2,83.94,,,,26.71,27.85,27.85,27.85,27.85,240.59,,,,90.08,,,,,3,,1.74,5,6.52,4.18,0,0,72,21.07,0,23.07,1.48,1.31,21.5,N,N,N,Y,0,0,0,0,0,0
Power & Instrum.,447.5,276.68,12.39,9.15,10.4,11.37,12.03,,40.99,16.08,13.24,12.34,12.34,4.5,2.13,7.17,,-1.63,1.36,-16.09,,2.94,5,5.48,2.72,9,6.04,3.88,0.09,4.29,40.95,59.06,0,6.62,0.88,0.29,3.11,Y,N,Y,Y,0,0,0,0,0,0
Power Fin.Corpn.,84.42,144577.46,21.33,20.4,20.98,20.15,20.18,19.06,6.97,3.03,3.04,3.27,4.01,8.49,11.08,18.69,15.64,18.93,14.78,36.52,13.73,0.47,8,1.43,1.52,6,28.92,27.27,3.08,22.54,55.99,8.83,0,0.76,1.22,8.52,1.59,Y,Y,N,Y,1,1,1,1,1,5
Power Grid Corpn,57.15,293713.07,19,19.25,19.16,18.59,17.63,17.05,18.71,11.21,10.33,10.97,13.78,4.97,5.51,8.62,11.41,7.9,8.48,11.7,13.44,2.21,2,3.37,6.41,7,35.27,33.61,3.56,67.19,51.34,3.5,0,2.91,0.57,1.42,3.16,Y,Y,Y,Y,0,0,0,0,1,1
Power Mech Proj.,51.93,8732.26,15.87,17.87,16.12,12.34,12.7,13.16,33.98,22.82,18.02,16.26,12.21,30.7,13.22,17.78,13.36,91.51,13.79,19.88,9.67,2.2,4,4.75,2.01,6,5.88,5.75,0.04,1.27,58.28,13.67,0,6.93,1.95,0.22,5.15,Y,Y,Y,Y,0,0,1,0,1,2
Powergrid Infra.,-11.08,8053.49,13.12,-3.24,,,,,8.29,8.61,8.4,8.4,8.4,,-0.66,,,,-14.66,,,0.25,3,1.04,9.01,4,108.21,-26.32,,26.69,15,,0,3.41,96.2,0.07,21.97,N,Y,N,Y,1,0,0,0,0,1
PPAP Automotive,-27.66,248.22,-4.56,-2.02,-2.24,0.03,3.61,,,57.42,29.69,25.68,21.96,17.52,5.28,6.19,,,,,,,4,0.87,0.47,5,-2.52,-1.19,0.71,-13.42,64.61,29.64,0,2.6,0.53,0.57,0.73,N,N,N,N,0,0,0,0,1,1
Pradeep Metals,94.21,489.69,21.27,32.29,27.74,25.66,24.04,13.82,17.98,10.76,10.67,11.02,12.1,21.04,7.64,11.18,9.39,27.83,19.07,14.77,14.62,0.94,6,4.3,1.7,6,8.01,10.22,0.71,15.5,73.48,26.51,0,6.18,0.78,0.64,5.63,Y,Y,N,N,1,0,0,0,1,2
Praj Industries,31.66,13066.35,23.34,23.69,21.66,17.76,15.02,13.79,45.57,40.8,38.88,40.79,33.67,38.5,24.88,20.96,13.4,50.17,35.34,29.44,18.35,1.28,3,10.25,3.81,5,7.92,6.69,0.84,38.92,32.81,30.82,0,9.63,1.1,0.13,28.82,Y,Y,N,Y,0,0,0,0,0,0
Prajay Engineers,78.05,236.61,-7.26,-1.63,-3.03,-2.16,-2.47,-2.94,,75.89,75.89,75.89,75.89,14.41,3.29,-2.5,-1.53,,,-14.71,,,2,0.46,4.33,5,-69.35,-31.58,0,0,36.8,63.18,0,1.63,0.72,0.35,-21.99,N,N,Y,N,0,0,0,0,0,0
Prakash Industri,-2.65,2720.61,10.42,6.58,7.66,6.09,9.21,8.1,7.79,7.05,7.47,6.55,6.71,4.58,0.5,7.8,3.55,48.8,-12.24,16.73,3.07,-0.73,5,0.9,0.71,9,8.47,5.51,0.79,6.17,44.28,51.77,10.61,3.46,0.62,0.12,7.85,Y,Y,Y,Y,0,0,1,0,0,1
Prakash Pipes,38.64,1240.88,27.84,22.84,24.61,23.77,,,12.85,8.8,8.26,7.87,7.87,12.02,14.44,,,35.79,-73.45,,,0.5,7,3.4,1.78,6,13.39,8.27,0.35,4.8,44.41,53.58,0,8.01,2.66,0.11,24.87,Y,Y,N,Y,1,0,1,0,0,2
Prakash Steelage,39.65,140.53,,,,,,,54.89,6.26,5.65,4.04,5.88,62.9,19.73,-4.42,-19.66,90.22,45.33,14.19,4.04,1.21,2,18.2,1.5,9,22.12,4.37,0,0,33.54,66.45,0.1,8.42,0.48,0.04,16.24,Y,Y,Y,Y,0,0,0,0,0,0
Pramara Promotio,81.2,135.89,16.13,14.97,14.36,12.71,,,34.4,32.66,32.66,32.66,32.66,15.89,9.25,,,90.21,65.9,,,0.45,1,4.13,2.14,6,6.22,4.45,0,0,57.49,42.14,0,5.97,1.37,1.02,1.99,Y,N,N,Y,1,0,0,0,0,1
Prataap Snacks,23.55,2466.96,7.6,3.14,4.7,4.59,5.84,6.45,50.21,50.06,53.74,52.66,52.76,16.99,8.17,8.84,13.76,35.76,3.25,10.4,-18.63,13.91,3,3.39,1.49,6,3.3,1.24,0.19,8.99,59.53,25.21,0,6.98,0.94,0.11,12.51,Y,Y,N,Y,0,0,0,0,1,1
Pratham EPC,,400.75,24.97,53.81,35.44,,,,40.73,40.79,40.79,40.79,40.79,31.05,,,,-27.13,,,,,3,6.59,5.82,5,14.3,15.18,0,0,72.97,25.79,0,11.58,2.7,0.06,7.06,N,N,N,N,0,0,0,0,0,0
Praveg,22.17,1723.99,6.54,42.96,18.84,21.67,22.11,,138.03,32.84,31.12,26.59,25.1,26.4,9.11,168.87,66.75,-4.01,-1.5,43.62,16.11,3.99,3,5.81,16.76,4,13.82,33.63,0.15,19.03,45.97,39.14,0,9.63,12.26,0.22,5.62,Y,Y,N,N,0,0,0,0,1,1
Praxis Home,-24.48,346.7,,,,,,,,41.36,41.36,22.43,22.43,-11.15,-20.3,64.8,,8.81,,10.36,,,3,,1.73,1,-35.21,-13.5,0,0,28.35,71.5,66.53,1.76,0.46,,-1.84,N,Y,Y,N,0,0,0,0,0,0
