Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
Tilaknagar Inds.,31.28,5166.41,24.78,23.89,27.11,,,,33.27,38.99,38.99,38.99,37.75,36.44,16.08,15.29,5.4,63.56,20.68,12.82,4.43,1.42,2,7.89,3.68,7,10.02,6.11,0.19,6.98,40.14,46.28,0,11.27,1.9,0.19,7.24,N,Y,Y,Y,1,1,0,0,0,2
Schaeffler India,20.44,56336.53,20.01,21.88,20.21,17.23,17.57,17.22,59.35,52.65,51.04,46.78,39.63,24.31,9.64,22.02,17.92,46.27,15.3,13.76,14.77,3.88,4,11.52,7.18,5,12.6,12.65,0.72,44.7,74.13,5.55,0,16.91,1.53,0.01,330.71,Y,Y,Y,N,0,0,0,1,1,2
Timken India,14.38,25357.74,17.56,21.13,19.89,17.64,17.09,17.26,63.66,63.15,60.85,56.54,50.49,27.3,11.82,15.59,15,39.77,21.35,20.27,22.74,2.98,3,10.49,8.52,6,13.44,13.91,0.07,4.8,51.05,11.02,0,16.79,2.16,0.01,135.49,Y,Y,Y,N,0,0,0,0,1,1
SKF India,2.47,25189.14,21.94,24.81,23.16,20.54,19.73,18.57,45.28,46.13,43.27,40.47,34.98,19.61,8.53,8.21,7.22,22.91,10.56,13.41,12.5,4.29,4,9.39,5.44,5,12.06,12.18,2.55,116.48,52.58,11.86,0,14.6,2.22,0,619.23,N,Y,Y,N,0,0,0,0,1,1
St Bk of India,39.17,696968.2,17.34,16.75,15.66,13,9.91,8.99,9.56,10.49,11.59,11.87,12.35,16.45,11.63,9.65,8.79,44.11,98.73,112.92,14.73,0.1,7,1.68,1.53,8,15.84,16.47,1.75,18.23,57.51,7.67,0,0.59,2.56,13.51,1.36,N,Y,N,N,1,0,0,1,1,3
Bank of Baroda,21.68,123864.47,16.69,15.12,13.93,9.87,7.96,6.56,6.19,7.27,8.5,10.81,9.6,16.79,17.48,15.01,11.33,144.18,54.63,25.15,4.53,0.08,7,1.03,1,6,15.93,15.86,3.17,20.97,63.97,9.56,0,0.55,1.8,12.14,1.37,N,Y,N,Y,1,0,0,1,1,3
Punjab Natl.Bank,30.85,110010.45,8.54,3.34,5.4,4.44,-0.46,-0.2,9.37,15.14,16.38,16.75,15.06,10,15.9,12.42,9.27,49.85,19.11,5.85,-8.44,0.39,8,0.95,0.98,6,8.39,3.87,1.57,18.14,70.08,9.89,0,0.56,4.88,13.15,1.24,N,Y,N,Y,0,0,0,1,1,2
I O B,22.04,94927.91,9.98,8.69,9.14,-1.2,-8.63,-10.19,32.28,28.35,31.64,31.64,32.05,12.33,6.41,2.88,0.59,40.62,18.48,11.19,-11.68,1.47,5,3.4,3.62,5,11.04,10.81,0,0,96.38,2.29,0,0.9,4.53,11.32,1.25,Y,Y,N,Y,1,0,1,1,1,4
Canara Bank,23.74,85481.82,17.94,14.79,14.35,10.51,7.7,6.5,5.48,5.98,6.48,7.03,6.89,16.3,18.18,15.04,10.82,69.15,60,20.57,4.97,0.06,7,0.93,0.75,7,13.92,12.85,3.42,19.12,62.93,14.17,0,0.54,2.58,14.87,1.27,N,Y,N,Y,0,0,0,1,1,2
Union Bank (I),8.35,82626.15,15.64,11.38,11.95,8.79,5.31,5.36,5.38,6.46,6.74,7.06,6.96,13.14,23.95,17.32,13.07,59.7,25.31,12.44,-3.78,0.12,7,0.85,0.78,7,13.74,10.49,3.33,19.92,74.76,7.12,0,0.58,3.24,12.82,1.33,N,Y,N,Y,0,0,0,1,1,2
Indian Bank,20.19,67146.15,15.35,11.8,12.56,11.26,10.19,9.63,7.35,7.33,6.82,7.85,7.82,12.48,23.74,19.45,13.82,30.88,51.07,10.92,9.32,0.09,8,1.11,1.16,5,15.14,12.39,2.41,19.2,73.84,3.82,0,0.55,2.18,11.8,1.35,Y,Y,N,Y,1,0,1,1,1,4
UCO Bank,12.64,51446.49,6.22,7.55,5.98,1.83,-4.66,-5.65,23.57,22.63,27.17,27.17,20.57,14.8,8.81,4.25,1.83,172.63,16.79,11.31,-21.15,1.24,6,1.88,2.19,5,7.57,10.55,0.65,20.24,95.39,3.25,0,0.74,4.78,10.54,1.23,Y,N,N,N,1,0,0,1,1,3
Bank of India,-0.25,43960.56,9.98,6.33,7.59,4.56,0.14,-1.16,6.38,8.22,8.68,8.68,7.74,14.34,8.29,6.39,4.82,32.54,21.76,17.16,-11.09,0.25,8,0.62,0.69,5,10.71,7.73,2.9,19.42,73.38,7.13,0,0.53,3.44,11.64,1.24,N,N,N,Y,0,0,0,1,1,2
Central Bank,13.07,43630.4,8.71,5.92,6.3,2.47,-4.48,-4.89,12.77,16.03,16.03,16.03,17,10.56,6.28,3.18,2.34,56.92,17.32,12.21,8.9,0.64,5,1.35,1.33,5,8.72,6.59,0,0,93.08,3.75,0,0.61,5.09,12.53,1.26,N,N,N,Y,1,0,0,1,1,3
Bank of Maha,15.61,37704,22.83,17.44,17.04,13.33,3.53,2.01,7.7,9.63,11.55,11.55,10.92,19.97,13.57,7.87,5.54,87.62,18.46,13.95,1.92,0.33,7,1.75,1.67,7,19.86,16.37,2.86,24.35,79.6,7.43,0,0.65,3.93,14.01,1.43,N,Y,N,Y,1,1,0,1,1,4
Pun. & Sind Bank,20.15,32289.37,3.88,9.01,7.17,-1.45,-3.15,-1.71,47.85,17.12,17.12,16.56,10.59,11.6,2.52,2.47,1.97,28.67,15.88,-22.06,-22.28,1.9,5,2.08,3.12,5,6.14,16.41,0.42,22.77,98.25,1.11,0,0.82,4.06,8.32,1.13,Y,Y,N,N,1,0,0,1,1,3
HDFC Bank,18.67,1330349.89,17.14,17.11,16.99,16.85,16.96,17.2,19.23,19.55,20.67,23.89,25.29,30.19,21.95,21.33,20.89,13.4,15.48,16,16.53,0.82,3,2.9,4.13,5,23.02,26.99,1.12,23.12,0,16.75,0,1.06,2.5,6.81,1.48,N,Y,N,N,1,0,0,1,1,3
ICICI Bank,37.55,884876.03,18.8,17.15,17.13,15.23,13.24,13.01,19.53,19.29,21.88,22.42,19.39,21.4,17.25,14.74,12.42,33.32,57.02,21.73,13.84,0.33,5,3.44,5.3,6,28.88,29.26,0.8,15.87,0,9.34,0,1.07,1.57,6.45,1.81,Y,Y,N,N,1,0,0,1,1,3
Axis Bank,18.61,367942.07,18.4,8.73,13.57,10.97,9.73,10.41,13.17,14.18,17.74,30.37,20.27,20.53,15.01,13.96,13.88,53.79,34.19,26.49,12.26,0.34,6,2.34,3.02,4,23.5,12.49,0.08,1.17,8.29,6.71,0,0.93,2.68,8.25,1.54,N,Y,N,Y,1,0,0,1,1,3
Kotak Mah. Bank,3.89,351676.42,15.06,14.31,14.32,14.06,13.97,13.91,18.29,24.71,28.41,33.71,35.83,19.66,13.52,14.11,16.72,22.14,19.45,19.2,19.07,0.9,5,2.71,5.68,5,32.38,35.39,0.11,2.18,25.89,12.84,0,1.34,1.97,4,1.96,N,Y,N,N,1,0,0,1,1,3
IDBI Bank,31.62,88879.36,11.77,8.34,8.98,0.32,-8.83,-9.11,13.13,16.55,17.42,17.42,15.91,9.84,3.65,-0.71,-0.06,55.84,17.89,12.06,-2.95,0.69,7,1.74,3.21,5,21.77,18.11,1.81,27.87,94.71,4.64,0,0.94,2.23,5.77,1.68,N,Y,N,Y,1,0,0,1,1,3
IndusInd Bank,-27.73,81139.92,15.25,14.45,13.48,12.53,12.88,13.32,9.99,13.97,14.78,18.21,23.7,16.41,15.5,17.95,18.68,46.39,15.99,13.33,15.68,0.45,7,1.29,1.66,5,19.57,20.33,1.58,14.35,15.78,14.56,45.48,0.86,3.12,6.89,1.39,N,Y,N,N,1,0,0,1,1,3
Yes Bank,21.5,60750.26,3.18,1.99,2.79,-10.37,-5.12,-1.19,41.77,50.78,50.61,32.77,21.08,11.27,-1.4,7.7,10.71,32.41,-42.92,-39.24,-25.88,-7.57,4,1.35,2.1,7,4.66,3.22,0,0,0,34.78,0,0.81,4.42,8.41,1.09,N,Y,N,Y,1,0,0,1,1,3
IDFC First Bank,-23.88,49011.89,10.1,10.59,7.72,3.02,1.57,,17.18,19.41,20.96,18.74,18.86,23.84,19.97,19.77,,71.34,24.91,4.71,,0.6,5,1.43,1.52,4,9.68,10.93,0,0,0,47.35,0,0.78,1.87,7.79,1.25,N,Y,N,N,1,0,0,1,0,2
Federal Bank,33.46,45677.5,14.84,15.29,13.92,12.96,12.27,11.93,11.34,9.94,9.99,10.6,11.06,18.08,15.16,15.14,12.9,24.06,19.34,17.89,12.35,0.47,5,1.51,1.83,7,16.79,18.02,0.64,7.53,0,25.32,0,0.77,4.04,9.22,1.35,Y,Y,N,N,1,0,0,1,0,2
AU Small Finance,-12.4,44946.83,13.05,15.45,14.67,16.09,15.87,17.38,23.88,31.26,31.28,32.07,31.86,28.71,29.05,35.17,32.97,6.95,28.52,6.82,7.69,0.75,5,3.22,3.39,4,14.55,17.41,0.17,4.36,22.9,16.23,0,1.26,1.94,7.38,1.37,N,Y,N,N,1,0,0,1,0,2
Bandhan Bank,-21.54,27098.15,10.82,11.88,8.06,11.38,12.67,,9.72,13.9,16.85,20.78,20.78,14.64,23.22,25.22,,0.37,-3.29,4.52,,3.6,6,1.25,1.3,5,11.82,13.8,0.89,10.84,39.98,16.89,0,0.92,5.42,7.01,1.39,N,Y,N,N,0,0,0,1,0,1
Karur Vysya Bank,47,17264.76,17.17,13.66,13.68,10.48,9.07,9.79,9.59,8.89,9.75,10.52,11.32,14.46,7.12,5.55,4.84,64.15,49.88,14.41,12.28,0.19,7,1.72,1.92,7,19.49,16.96,1.12,12.03,2.13,45.76,4.65,0.76,2.29,9.12,1.48,Y,Y,N,Y,1,0,1,1,0,3
City Union Bank,28.19,12665.49,12.81,13.35,12.82,11.89,12.58,13.12,11.98,11.92,15.3,19.04,17.02,8.43,6.95,7.51,7.55,19.57,8.14,10.28,10.01,1.44,4,1.51,2.29,6,19.27,19.88,0.88,10.94,0,40.42,0,0.87,4.58,7.19,1.4,Y,Y,N,N,1,0,0,0,0,1
J & K Bank,-5.63,10750.84,16.03,13.13,12.54,6.64,6.35,3.72,5.3,5.24,5.09,5.8,6.37,11.4,7.88,7.67,5.18,38.88,14.06,14.07,-4.07,0.17,8,0.88,0.9,5,15.79,12.61,2.2,13.37,59.4,27.72,0,0.64,5.03,11.29,1.42,Y,Y,N,Y,0,0,1,0,1,2
RBL Bank,-28.42,9839.59,8.23,6.74,4.95,4.93,6.13,6.66,8.34,12.68,14.15,18.34,22.48,14.17,14.49,18.79,24.81,31.38,-1.03,7.18,19.09,1.36,6,0.66,0.73,7,9.42,9.12,0.93,7.77,0,58.35,0,0.72,3.99,7.95,1.22,N,Y,N,Y,0,0,0,0,0,0
Equitas Sma. Fin,-25.08,7931.25,14.36,12.2,11.74,11.61,10.59,,12.52,15.88,16.21,16.21,16.21,19.76,21.04,27.88,,27.79,27.44,31.5,,0.41,5,1.32,1.38,6,14.56,13.78,1.44,14.2,0,39.42,0,0.92,3.15,6.35,1.33,N,Y,N,Y,1,0,0,0,0,1
Karnataka Bank,-14.51,7643.76,13.7,15.42,12.45,10.8,10.01,10.35,5.7,5.12,4.62,5.06,5.71,10.01,7.04,6.95,7.08,30.51,17.68,13.17,13.26,0.26,5,0.7,0.87,5,15.74,16.35,2.72,15.88,0,67.67,0,0.68,6.8,9.44,1.31,Y,Y,N,N,0,0,0,0,0,0
Ujjivan Small,-33.01,6919.57,26.66,33.29,18.03,14.35,13.2,,5.95,8.01,9.2,9.2,9.2,26.48,25.39,59.42,,402.3,36.31,308.12,,0.13,7,1.25,1.12,4,22.59,26.42,4.19,6.07,0,72.87,0,1.01,2.65,5.99,1.62,N,Y,N,N,1,0,0,0,0,1
T N Merc. Bank,-24.91,6722.81,14.44,16.78,15.79,14.79,,,6.12,7.1,7.1,7.1,7.1,10.34,8.5,,,16.94,30.12,,,0.19,6,0.85,1.35,5,22.11,25.22,2.36,14.77,0,93.69,0,0.73,2.3,6.42,1.52,N,Y,N,N,0,0,0,0,0,0
South Ind.Bank,1.03,5889.24,13.81,12.37,9.52,6.66,6.4,6.96,4.86,6.65,6.9,8.95,11.46,5.64,4.61,5.69,5.56,158.66,30.18,12.95,6.1,0.14,6,0.67,0.65,6,12.43,10.72,1.33,7.33,0,83.26,0,0.59,5.25,11.99,1.29,N,Y,N,Y,0,0,0,0,0,0
CSB Bank,-3.89,5336.42,16.18,18.69,17.77,14.68,10.73,7.86,9.65,10.02,10.88,10.88,10.88,16.07,16.79,11.86,6.89,37.44,27.94,103.51,16.04,0.26,6,1.4,1.64,5,19.37,23.59,0,0,40,27.18,0,0.8,4.77,8.28,1.42,N,Y,N,N,1,0,0,0,0,1
Escorts Kubota,11.25,39161.69,12,8.56,10.67,12.69,13.46,12.56,37.22,38.96,29.99,29.34,28.61,8.05,7.16,11.44,3.13,13.52,19.54,35.85,16.83,2.18,2,4.22,4.45,8,11.77,8.01,0.51,18.96,68.04,13.73,0,8.1,1.37,0.01,114.11,N,Y,Y,Y,0,0,0,1,1,2
Bajaj Auto,89.93,285013.11,26.48,20.5,22.01,21.81,21.78,23.07,38.67,21.09,20.11,19.58,19.87,17.38,8.13,10.9,8.34,18.15,11.47,10.1,9.12,3.62,5,9.2,5.83,7,17.21,16.65,0.78,28.97,55.04,21.89,0.01,12.9,1.36,0.17,62.84,Y,Y,N,Y,0,1,1,0,1,3
Maruti Suzuki,8.92,361652.56,16.84,12.54,12.29,10.79,11.67,12.54,24.59,35.02,38.11,36.28,39.93,26.32,10.51,11.06,12.28,42.99,16.78,11.87,17.8,1.39,5,4.22,2.49,8,9.51,6.88,1.09,29.14,58.19,3.31,0,7.79,0.52,0,93.91,N,Y,Y,Y,1,0,0,0,1,2
M & M,80.09,338345.54,18.39,18.11,17.11,11.8,12.63,12.52,30.64,20.67,22.38,20.89,23.91,23.25,5.84,7.51,6.51,80,16.79,18.46,9.58,1.82,3,5.11,2.38,6,8.82,8.55,0.78,20.87,18.54,9.44,0.06,3.88,0.87,1.64,3.05,Y,Y,N,Y,1,0,0,0,1,2
Hyundai Motor I,,149812.27,39.42,25.54,27.4,,,,24.74,,,,,19.45,,,,,,,,,4,,2.15,6,8.67,7.81,0,177.93,82.5,4.37,0,14.19,1.16,0.07,53.08,N,N,Y,Y,0,0,0,1,0,1
Eicher Motors,35.25,125837.72,24.23,21.12,20.3,18.84,20.79,22.56,30.08,33.67,36.76,34.36,41.72,23.77,11.04,12.99,9.28,43.64,12.6,13.22,26.4,2.37,5,6.97,7.43,7,24.2,20.18,1.11,34.9,49.1,9.52,0,11.35,0.71,0.02,104.02,N,Y,N,Y,0,1,0,0,1,2
TVS Motor Co.,53.9,116390,26.55,25.85,24.11,22.36,23,23.25,61.68,47.42,47.21,44.78,47.59,26.32,14.19,17.76,16.66,39.42,18.25,18.03,24.96,3.38,5,15,2.78,7,4.4,4,0.33,22.54,50.27,8.33,0,6.09,0.95,1.88,2.5,Y,Y,N,Y,0,1,1,0,1,3
Hero Motocorp,59.8,99456.11,21.95,16.73,17.8,18.72,21.18,24.18,24.47,21.25,20.71,20.01,21.34,6.87,2.15,4.05,4.1,10.49,2.37,1.25,7.09,10.24,7,5.62,2.54,7,9.98,7.96,2.31,74.73,34.75,8.72,0,9.21,0.6,0.03,75.33,Y,Y,N,Y,0,1,1,0,1,3
Ola Electric,,34091.3,,-116.22,,,,,,,,,,1699.32,,,,25.99,,,,,3,,6.8,4,-31.89,-53.1,0,0,36.78,48.41,0,7.11,0.83,6.41,-7.56,N,N,N,Y,0,0,0,0,0,0
Tata Motors,34.83,318148.12,49.44,5.25,14.63,5.84,5.24,8.92,9.37,16.62,18.25,16.48,14.38,20.58,7.72,7.17,6.52,128,88.17,22.84,6.69,0.1,5,3.38,0.72,8,7.45,0.76,0.35,7.32,42.58,20.49,0,3.33,0.61,1.26,4.4,N,N,Y,Y,1,1,0,0,1,3
Ashok Leyland,27.27,62839.54,28.35,15.05,15.68,10.07,14.17,13.05,25.16,30.87,28.9,24,24.78,33.02,6.64,10.43,14.46,205.5,4.04,6.63,20.34,6.23,5,6.98,1.34,5,5.9,3.14,2.31,58.52,51.41,11.66,27.23,3.01,0.9,4.53,2.32,N,Y,N,Y,0,0,0,0,1,1
Olectra Greentec,40.49,13103.37,8.77,8.11,7.34,4.82,4.05,4.27,116.72,146.36,154.42,131.6,82.58,60.07,46.66,40.86,30.54,111.69,45.87,21.95,30.11,2.51,4,13.35,8.92,9,6.82,6.13,0.03,4.27,50.02,44.08,0,12.35,1.27,0.19,4.21,N,Y,N,Y,0,0,0,0,0,0
Force Motors,75.9,8184.12,18.83,1.76,5.8,3.24,4.55,6.08,18.8,30.02,25.93,20.07,26.16,52.07,13.87,12.48,13.21,80.07,22.11,11.69,17.98,0.85,6,3.63,1.11,9,5.56,0.63,0.32,6.79,61.63,29.56,0,6.05,0.54,0.23,13.75,N,Y,Y,Y,1,0,0,0,1,2
Samvardh. Mothe.,105.05,133457.41,11.8,7.16,8.51,8.83,10.33,12.36,41.91,47.79,44.41,36.26,33.34,19.82,9.21,12.84,12.49,23.35,4.5,3.59,9.49,3.42,5,4.91,1.27,6,3.23,2.18,0.42,19.96,58.13,8.55,2.42,4.57,0.74,0.76,3.31,N,Y,N,Y,0,0,0,0,1,1
Bosch,82,105976.4,15.97,13.15,13.74,12.77,13.64,14.72,55.6,39.37,39.6,39.17,40.32,19.84,6.72,6.97,6.69,23.68,2.9,1.29,8.89,19.17,3,8.79,6.28,8,11.02,9.56,1.04,44.42,70.54,7.5,0,12.46,1.42,0,107.88,Y,Y,Y,Y,0,0,0,1,1,2
Uno Minda,60.03,53592.45,18.89,17.08,16.56,14.81,15.69,16.13,60.35,56.7,56.13,50.18,43.65,30.09,18.89,22.52,23.45,58.58,23.36,23.97,65.54,2.44,3,10.84,3.63,7,6.44,6.18,0.21,13.04,68.75,6.3,0,11.53,0.78,0.35,10.82,Y,Y,N,Y,0,0,0,0,1,1
Sona BLW Precis.,26.86,43441.26,20.91,18.29,20,19.8,,,75.64,77.06,78.23,78.23,78.23,26.69,35.42,,,30.84,-32.42,,,3.1,5,8.31,12.49,6,16.24,14.67,0.44,34.69,28.04,7.44,0,13.78,5.89,0.04,23.27,N,Y,Y,Y,0,0,0,0,0,0
Exide Inds.,78.96,38241.5,7.05,7.28,18.78,16.79,16.16,16.29,43.73,21.19,21.21,22.32,22.49,17.42,2.64,5.97,7.35,1.77,1.85,0.79,4.65,23.64,2,2.97,2.25,6,5.08,5.25,0.44,19.39,45.99,23.73,0,5.68,0.48,0.09,11.2,Y,Y,N,N,0,0,0,0,1,1
Endurance Tech.,48.96,33422.9,13.64,11.31,12.54,14.22,15.49,16.45,46.37,42.11,40.97,40.84,39.9,16.1,6.4,9.04,9.29,7.1,4.96,10.07,-0.13,9.35,4,6.71,3.15,8,6.25,5.35,0.36,17.57,75,1.9,0,9.6,0.96,0.15,22.14,Y,Y,N,Y,0,0,1,0,1,2
Sundram Fasten.,6.15,28737.16,16.22,17.35,17.2,17,19.04,19.74,53.62,44.32,43.48,37.55,34.54,15.85,4.45,8.02,7.55,13.65,2.64,6.31,15.8,20.31,2,8.4,4.99,7,9.28,8.74,0.5,27.59,46.95,19.45,0,12.22,1.12,0.19,25.51,Y,Y,Y,Y,0,0,0,1,1,2
Motherson Wiring,1.98,27592.13,42.45,39.79,48.17,,,,41.55,52.41,52.41,52.41,52.41,28.36,,,,,,,,,6,16.46,3.19,9,7.66,6.88,1.28,55.41,61.73,11.41,0,18.98,1.01,0.15,36.04,N,Y,N,Y,0,0,0,0,1,1
ZF Commercial,-12.7,26330.42,15.4,13.86,12.19,10,11.54,12.59,65.14,78.71,82.33,73.2,71.37,26.63,5.8,9.02,13.05,64.31,8.87,10.39,13.16,7.34,2,9.45,7,7,10.58,9.1,0.12,7.96,67.49,7.36,0,16.01,4.56,0,100.82,N,Y,N,Y,0,0,0,0,1,1
Amara Raja Ener.,99.97,22728.09,14.02,14.54,13.53,14.72,14.98,16.4,24.19,16.44,17.24,20.58,25.68,16.35,10.64,11.31,12.6,9.46,11.62,8.56,8.49,1.84,6,3.36,1.96,6,7.95,7.39,0.8,20,32.86,29.43,0,7.21,0.89,0.02,39.59,Y,Y,N,Y,1,0,1,0,0,2
JBM Auto,29.11,18578.99,15.92,12.9,15.78,13.39,14.27,15.19,102.05,75.71,44.48,32.8,22.43,36.21,17.81,18.79,13.89,52.22,8.95,13.1,11.63,8.36,4,15.91,3.57,9,3.78,3.24,0.1,9.92,67.53,29.14,0,8.14,0.67,1.82,2.21,Y,Y,N,Y,0,0,1,0,1,2
Bombay Burmah,80.83,18401.99,16.33,-70.09,-17.57,-6.49,-2.16,1.02,16.53,16.56,16.23,19.2,15.98,8.5,8.41,8.88,8.93,24.43,2.78,7.79,13.54,5.95,6,3.94,1.06,7,10.55,-20.09,0.05,1.22,74.05,14.97,0,5.43,0.52,0.46,12.49,N,N,Y,Y,0,0,0,0,1,1
HBL Power System,89.26,14534.72,27.73,10.72,17.18,12.01,9.97,8.65,44.36,39.65,39.72,32.81,36.18,34.79,12.02,6.74,5.53,160.11,66.14,33.27,34.95,0.67,4,11.91,6.36,7,13.48,7.12,0.1,4.93,59.11,35.03,0,17.88,1.68,0.06,34.07,Y,Y,Y,Y,0,1,1,0,1,3
Craftsman Auto,12.34,12478.86,20.02,19.75,18.66,15.91,14.91,,49.85,31.19,32.83,32.83,32.83,41.84,19.62,22.08,,46.31,24.41,-27.62,,1.94,4,4.48,2.71,6,7.56,7.88,0.22,7.8,48.7,13.14,0,5.4,0.78,0.7,3.02,Y,Y,N,N,1,0,0,0,1,2
Minda Corp,42.35,11459.08,12.79,19.56,15.21,8.7,10.62,11.85,46.54,32.07,29.65,26.69,23.14,25.24,8.51,12.34,11.33,34.54,6.56,11.79,11.26,6.08,3,5.8,2.4,7,4.9,6.62,0.29,14.73,64.84,7.07,0,8.21,1.05,0.27,7.4,Y,Y,N,N,0,0,0,0,1,1
Sansera Enginee.,73.38,9244.78,14.74,13.32,13.97,13.37,,,48.5,30.45,30.58,30.58,30.58,21.97,11.6,,,14.67,9.26,,,3.97,4,5.96,3.19,7,6.66,6.31,0.2,8.66,30.43,11.47,0,7.66,0.59,0.66,4.41,Y,Y,N,Y,0,0,1,0,0,1
Shriram Pistons,88.64,8520.12,25.21,20.77,20.52,16.14,15.93,15.44,18.84,11.75,13.6,16.35,17.88,24.61,9.58,11.27,10.2,71.23,26.03,20.97,20.28,0.73,5,4.42,2.65,5,14.09,11.09,0.52,9.95,46.75,39.24,0,7.4,1.81,0.25,19.44,Y,Y,N,Y,1,0,1,0,1,3
ASK Automotive,,8013.85,23.81,19.23,19,19.09,,,40.93,45.7,45.7,45.7,45.7,24.71,10.9,,,23.9,-18.35,,,4.11,6,9.81,2.5,8,5.81,4.8,0.25,11.35,78.95,7.38,0,11.64,0.66,0.42,8.91,N,N,N,Y,0,0,0,0,1,1
Varroc Engineer,11.26,7862.39,41.91,-55.86,-27.08,-18.33,-7.15,,14.94,19.45,18.08,16.46,16.46,19.97,-8.9,-2.93,,40.86,1.63,-24.85,,3.55,3,5.25,1.03,9,6.94,-12.02,0,0,75,8.54,0,5.3,0.43,0.93,2.61,N,N,Y,Y,0,0,0,0,1,1
Suprajit Engg.,30.53,6689.44,12.96,13.23,13.92,14.36,15.67,16.57,38.82,32.45,31.01,29.77,29.13,20.85,12.74,13.37,18.28,5.87,4.8,4.94,11.28,8.46,1,4.91,2.27,4,5.79,5.55,0.52,11.59,44.64,31.86,0,6.65,0.8,0.52,5.59,Y,Y,N,Y,0,0,0,0,1,1
Gabriel India,29.37,6165.2,19.58,16.15,16.3,14.53,15.31,16.23,30.9,22.13,22.42,21.88,21.4,25.41,9.99,11.91,10.09,45.32,14.11,12.07,14.83,2.19,4,5.73,1.78,9,5.5,4.45,0.93,31.02,55,26.6,0,9.55,1.5,0.01,71.45,Y,Y,Y,Y,0,0,1,1,1,3
Sharda Motor,117.43,5937.41,30,28.82,29.53,25.71,25.01,24.2,18.78,14.35,14.79,13.95,14.45,17.39,19.77,15.22,13.09,53.17,26.5,24.19,33.54,0.71,6,5.79,2.09,8,9.65,7.37,0.5,0.99,64.31,21.89,0,9.3,0.87,0.02,194.81,Y,Y,N,Y,1,1,1,0,1,4
Pricol Ltd,31.7,5468.82,18.79,18.29,16.03,9.13,0.94,,35.46,33.45,32.03,34.19,34.94,17.15,4.61,6.38,,45.91,23.18,47.78,,1.53,6,6.47,2.32,9,6.41,5.98,0,0,38.51,30.05,0,9.29,0.79,0.07,13.17,Y,Y,Y,Y,1,0,1,0,0,2
Hindalco Inds.,48.8,152529.82,10.15,11.67,12.99,10.87,10.55,8.86,13.91,10.96,11.96,11.42,12.95,17.83,10.59,11.6,9.43,39.69,14.46,26.97,15.59,0.96,5,1.44,0.69,5,4.72,4.52,0.52,7.65,34.64,11.78,0,3.08,0.64,0.53,5.25,Y,Y,Y,Y,1,0,1,0,1,3
Natl. Aluminium,139.99,40198.36,12.58,11.96,16.25,13.02,12.69,10.89,20.15,9.16,13.01,12.41,13.11,13.66,2.72,8.26,6.85,10.45,0.51,14.91,15.21,100.75,6,2.76,3.13,8,13.31,10.82,2.28,44.58,51.28,17.34,0,5.66,1.3,0.01,148.21,Y,Y,Y,Y,0,0,1,1,1,3
Voltas,110.19,58065.31,4.4,4.42,6.09,8.22,9.63,10.81,128.2,84.63,69.25,62.12,37.94,18.21,11.87,10.94,9.01,-22.07,-13.61,-9.96,0.75,-9.42,3,9.98,4.14,6,1.99,2.57,0.31,72.2,30.3,14.16,0,10.01,0.88,0.13,14.23,Y,Y,N,N,0,0,0,0,1,1
Blue Star,114.18,38021.26,21.17,24.04,21.14,18.85,19.21,19.23,76.11,58.98,59.91,52.25,48.02,31.46,13.09,11.99,12.68,73.74,15.61,17.85,16.9,4.44,5,14.57,3.68,6,4.31,3.54,0.38,34.68,36.46,22.63,0,11.87,0.87,0.09,15.03,Y,Y,Y,Y,0,0,1,0,0,1
Johnson Con. Hit,75.51,5458.26,-7.81,-9.46,-4.77,0.46,4.52,7.5,130.33,148.1,111.72,73.48,60.67,5.23,-3.06,0.01,5.72,,,,,,3,9.26,2.22,6,-2.53,-2.77,0,0,74.25,16.93,32.32,9.74,0.82,0.07,6.53,N,N,Y,Y,0,0,0,0,1,1
Carborundum Uni.,26.61,26214.14,15.56,15.42,15.33,15.17,15.1,14.39,68.14,51.44,46.21,38.28,33.88,21.34,11.83,12.11,8.3,16.41,13.2,14.84,17.6,5.11,3,8.38,5.58,7,10.16,9.16,0.29,16.5,41.04,18.2,0,13.38,1.95,0.05,33.53,Y,Y,N,Y,0,0,0,0,1,1
Grindwell Norton,5.2,24383.87,19.01,20.74,19.63,18.52,17.8,17.31,64.16,66.63,61.77,50.86,39.75,17.94,10.95,11.38,10.78,18.46,18.59,18.13,15.95,3.45,4,11.86,8.95,6,13.67,13.77,0.77,49.06,58.03,17.01,0,16.99,1.12,0.04,63.51,N,Y,N,N,0,0,0,0,1,1
